index,cid,iupacname,label,file_names
2556,644220,hexan-1-one,hex|an|-|1|-|one,644220.png
475,93,ortho-nitrobenzaldehyde,ortho|-|nitro|benz|aldehyde,93.png
2498,5367925,"(1E)-1-methylsulfanylbuta-1,3-diene","(|1|E|)|-|1|-|meth|yl|sulfan|yl|but|a|-|1|,|3|-|di|ene",5367925.png
7274,139468966,(2R)-2-(1-acetylpiperidin-4-yl)cyclopropane-1-carboxylic acid,(|2|R|)|-|2|-|(|1|-|acetyl|piperidin|-|4|-|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid,139468966.png
2394,11045029,3-iodo-2-(iodomethyl)prop-1-ene,3|-|iodo|-|2|-|(|iodo|meth|yl|)|prop|-|1|-|ene,11045029.png
1238,134225075,N-[(Z)-prop-1-enyl]sulfanylpropan-1-amine,N|-|[|(|Z)|-|prop|-|1|-|en|yl|]|sulfan|yl|prop|an|-|1|-|amine,134225075.png
3103,232536,"3-(2,4,6-trimethylphenyl)propanoic acid","3|-|(|2|,|4|,|6|-|tri|meth|yl|phen|yl|)|prop|an|oic acid",232536.png
3130,274996,2-(4-chloro-N-nitrosoanilino)acetic acid,2|-|(|4|-|chloro|-|N|-|nitrosoanilino|)|acet|ic acid,274996.png
2484,5462931,"(3E)-6-methylhepta-1,3,5-triene","(|3|E|)|-|6|-|meth|yl|hept|a|-|1|,|3|,|5|-|tri|ene",5462931.png
7817,142408108,3-(6-methoxy-4-methylpyridin-3-yl)propanoic acid,3|-|(|6|-|meth|oxy|-|4|-|meth|yl|pyridin|-|3|-|yl|)|prop|an|oic acid,142408108.png
6862,123549293,"3-(2,6-dichlorophenyl)-2-sulfanylidenepropanoic acid","3|-|(|2|,|6|-|di|chloro|phen|yl|)|-|2|-|sulfan|yl|idene|prop|an|oic acid",123549293.png
549,116,"2,6-dimethylcyclohexan-1-one","2|,|6|-|di|meth|yl|cyclo|hex|an|-|1|-|one",116.png
3707,10855978,"(E)-3-(3-chloro-1,2-oxazol-5-yl)prop-2-enoic acid","(|E|)|-|3|-|(|3|-|chloro|-|1|,|2|-|oxaz|ol|-|5|-|yl|)|prop|-|2|-|en|oic acid",10855978.png
5611,65946178,2-hydroxy-3-(1-methylpyrazol-4-yl)propanoic acid,2|-|hydroxy|-|3|-|(|1|-|meth|yl|pyraz|ol|-|4|-|yl|)|prop|an|oic acid,65946178.png
1263,123761006,hex-3-en-3-ylsilane,hex|-|3|-|en|-|3|-|yl|silane,123761006.png
3091,219196,3-(4-hydroxyphenyl)-2-methylprop-2-enoic acid,3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid,219196.png
4380,19994674,"5-hydroxy-1,3-benzodithiole-2-carboxylic acid","5|-|hydroxy|-|1|,|3|-|benzo|dithiole|-|2|-|carboxylic acid",19994674.png
7168,137360823,3-(4-bromo-3-fluorophenyl)-2-hydroxypropanoic acid,3|-|(|4|-|bromo|-|3|-|fluoro|phen|yl|)|-|2|-|hydroxy|prop|an|oic acid,137360823.png
2181,13444538,2-ethenylpent-4-enenitrile,2|-|eth|en|yl|pent|-|4|-|enenitrile,13444538.png
3946,13531056,propyl 2-(4-hydroxyphenyl)acetate,prop|yl| |2|-|(|4|-|hydroxy|phen|yl|)|acet|ate,13531056.png
433,253,"1,2-dibromo-1,1,2-trifluoro-2-methoxyethane","1|,|2|-|di|bromo|-|1|,|1|,|2|-|tri|fluoro|-|2|-|meth|oxy|eth|ane",253.png
8019,144627970,"(E)-3-(6-methyl-1,2-dihydropyridin-4-yl)prop-2-enoic acid","(|E|)|-|3|-|(|6|-|meth|yl|-|1|,|2|-|di|hydro|pyridin|-|4|-|yl|)|prop|-|2|-|en|oic acid",144627970.png
3382,2781730,3-[2-chloro-4-(trifluoromethyl)phenyl]prop-2-enoic acid,3|-|[|2|-|chloro|-|4|-|(|tri|fluoro|meth|yl|)|phen|yl|]|prop|-|2|-|en|oic acid,2781730.png
4448,20327363,3-(2-bicyclo[3.1.1]heptanyl)propanoic acid,3|-|(|2|-|bicyclo|[|3.1|.1|]|hept|an|yl|)|prop|an|oic acid,20327363.png
1916,22456455,"2,2-bis(ethenylsulfanyl)propane","2|,|2|-|bis|(|eth|en|yl|sulfan|yl|)|prop|ane",22456455.png
4356,19871795,(E)-3-(4-hydroxy-2-methylphenyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|hydroxy|-|2|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid,19871795.png
1802,53869194,(3R)-3-fluorohexane,(|3|R)|-|3|-|fluoro|hex|ane,53869194.png
7798,142220659,(E)-3-(4-amino-2-hydroxyphenyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|amino|-|2|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid,142220659.png
782,154,2-phenylcyclopropan-1-amine,2|-|phen|yl|cyclo|prop|an|-|1|-|amine,154.png
3046,97949,3-(4-hydroxyphenyl)-2-phenylpropanoic acid,3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|phen|yl|prop|an|oic acid,97949.png
4243,18544320,2-oxo-3-phenylsulfanylpropanoic acid,2|-|oxo|-|3|-|phen|yl|sulfan|yl|prop|an|oic acid,18544320.png
4717,22593732,(E)-3-(6-aminopyridin-3-yl)-2-methylprop-2-enoic acid,(|E|)|-|3|-|(|6|-|amino|pyridin|-|3|-|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid,22593732.png
5355,57011669,3-chloro-3-(4-methylphenyl)-2-oxopropanoic acid,3|-|chloro|-|3|-|(|4|-|meth|yl|phen|yl|)|-|2|-|oxo|prop|an|oic acid,57011669.png
2392,11064063,"5-iodo-4,4-dimethylpent-1-ene","5|-|i|odo|-|4|,|4|-|di|meth|yl|pent|-|1|-|ene",11064063.png
6916,129670252,(E)-2-(4-hydroxyphenyl)but-2-enoic acid,(|E|)|-|2|-|(|4|-|hydroxy|phen|yl|)|but|-|2|-|en|oic acid,129670252.png
2032,19883171,(E)-hex-1-ene-1-thiol,(|E|)|-|hex|-|1|-|ene|-|1|-|thiol,19883171.png
2352,12046677,(E)-1-bromo-3-iodoprop-1-ene,(|E|)|-|1|-|bromo|-|3|-|iodo|prop|-|1|-|ene,12046677.png
1492,91141499,"1-bromo-2-chloro-1,1-difluorobutane","1|-|bromo|-|2|-|chloro|-|1|,|1|-|di|fluoro|but|ane",91141499.png
5138,53915150,3-(2-fluoro-4-hydroxyphenyl)-2-oxopropanoic acid,3|-|(|2|-|fluoro|-|4|-|hydroxy|phen|yl|)|-|2|-|oxo|prop|an|oic acid,53915150.png
4056,15092588,3-(3-methylphenyl)-3-oxopropanoic acid,3|-|(|3|-|meth|yl|phen|yl|)|-|3|-|oxo|prop|an|oic acid,15092588.png
5310,54693535,2-[(E)-2-carboxyethenyl]phenolate,2|-|[|(|E|)|-|2|-|carboxy|eth|en|yl|]|phen|ol|ate,54693535.png
608,130,"2,3,5,6-tetrachlorobenzoic acid","2|,|3|,|5|,|6|-|tetra|chloro|benz|oic acid",130.png
3218,579784,3-(4-sulfanylphenyl)propanoic acid,3|-|(|4|-|sulfan|yl|phen|yl|)|prop|an|oic acid,579784.png
5538,59859507,"3-(2,5-dimethylfuran-3-yl)propanoate","3|-|(|2|,|5|-|di|meth|yl|fura|n|-|3|-|yl|)|prop|an|oate",59859507.png
717,72,2-methylpropanamide,2|-|meth|yl|prop|an|amide,72.png
3845,12485679,2-methylsulfonyl-3-phenyloxirane,2|-|meth|yl|sulfon|yl|-|3|-|phen|yl|oxirane,12485679.png
4938,43167543,"2-(2,4-difluorophenyl)sulfonylacetic acid","2|-|(|2|,|4|-|di|fluoro|phen|yl|)|sulfon|yl|acet|ic acid",43167543.png
1618,59882148,3-propan-2-ylsulfanylbut-1-ene,3|-|prop|an|-|2|-|yl|sulfan|yl|but|-|1|-|ene,59882148.png
6824,123322240,"2-(5-iminocyclohepta-1,6-dien-1-yl)acetic acid","2|-|(|5|-|imino|cyclo|hept|a|-|1|,|6|-|di|en|-|1|-|yl|)|acet|ic acid",123322240.png
3523,5460080,3-(4-hydroxyphenyl)propanoate,3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oate,5460080.png
271,16,"deca-1,3-diyne","dec|a|-|1|,|3|-|di|yne",16.png
3687,10535366,"(1R,2R)-2-(4-fluorophenyl)cyclopropane-1-carboxylic acid","(|1|R|,|2R|)|-|2|-|(|4|-|fluoro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid",10535366.png
862,10,2-(4-methoxyphenyl)-2-oxoacetic acid,2|-|(|4|-|meth|oxy|phen|yl|)|-|2|-|oxo|acet|ic acid,10.png
3863,12688004,2-(N-methylanilino)-2-oxoacetic acid,2|-|(|N|-|meth|yl|anilino|)|-|2|-|oxo|acet|ic acid,12688004.png
2045,19428854,3-fluoropentane,3|-|fluoro|pent|ane,19428854.png
5281,54473430,"3-(2-chloro-4,5-difluorophenyl)prop-2-enoic acid","3|-|(|2|-|chloro|-|4|,|5|-|di|fluoro|phen|yl|)|prop|-|2|-|en|oic acid",54473430.png
2741,144394,2-prop-2-enylsulfanylbutane,2|-|prop|-|2|-|en|yl|sulfan|yl|but|ane,144394.png
3123,253745,3-(3-hydroxyphenyl)-2-sulfanylidenepropanoic acid,3|-|(|3|-|hydroxy|phen|yl|)|-|2|-|sulfan|yl|idene|prop|an|oic acid,253745.png
4314,19599332,2-(2-methylphenoxy)-2-oxoacetic acid,2|-|(|2|-|meth|yl|phen|oxy|)|-|2|-|oxo|acet|ic acid,19599332.png
7537,141018789,2-chloro-2-(3-chlorophenyl)sulfanyl-2-hydroxyacetic acid,2|-|chloro|-|2|-|(|3|-|chloro|phen|yl|)|sulfan|yl|-|2|-|hydroxy|acet|ic acid,141018789.png
4388,20031707,"3-(3,4-dimethylphenyl)-2-oxopropanoic acid","3|-|(|3|,|4|-|di|meth|yl|phen|yl|)|-|2|-|oxo|prop|an|oic acid",20031707.png
7569,141089474,2-iodooxy-2-phenylacetic acid,2|-|iodo|oxy|-|2|-|phen|yl|acet|ic acid,141089474.png
1428,117694938,(E)-1-chloro-5-methylhex-1-ene,(|E|)|-|1|-|chloro|-|5|-|meth|yl|hex|-|1|-|ene,117694938.png
5378,57138834,"3-(6-methylidene-1,4-dithiepan-2-yl)propanoic acid","3|-|(|6|-|meth|yl|idene|-|1|,|4|-|di|thiepan|-|2|-|yl|)|prop|an|oic acid",57138834.png
1664,58388272,"(E)-1-bromo-2,3-dideuteriopent-2-ene","(|E|)|-|1|-|bromo|-|2|,|3|-|di|deuterio|pent|-|2|-|ene",58388272.png
2512,5366861,1-[(E)-prop-1-enyl]sulfanylpropane,1|-|[|(|E|)|-|prop|-|1|-|en|yl|]|sulfan|yl|prop|ane,5366861.png
2963,2102,2-cyano-3-(4-hydroxyphenyl)prop-2-enoic acid,2|-|cyano|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid,2102.png
7517,140976807,(2S)-2-(N-fluoro-4-methylanilino)propanoic acid,(|2|S)|-|2|-|(|N|-|fluoro|-|4|-|meth|yl|anilino|)|prop|an|oic acid,140976807.png
7131,136359406,(2Z)-2-diazo-3-phenylbut-3-enoic acid,(|2|Z)|-|2|-|di|azo|-|3|-|phen|yl|but|-|3|-|en|oic acid,136359406.png
2308,12425336,"4,4,5-trimethylhex-1-ene","4|,|4|,|5|-|tri|meth|yl|hex|-|1|-|ene",12425336.png
5533,59706536,(Z)-2-ethyl-3-[(4-hydroxyphenyl)methyl]but-2-enedioic acid,(|Z|)|-|2|-|eth|yl|-|3|-|[|(|4|-|hydroxy|phen|yl|)|meth|yl|]|but|-|2|-|ene|di|oic acid,59706536.png
2615,529272,"4,4-dimethylhex-1-yne","4|,|4|-|di|meth|yl|hex|-|1|-|yne",529272.png
2247,12704063,2-methyl-1-(2-methylprop-1-enylsulfanyl)prop-1-ene,2|-|meth|yl|-|1|-|(|2|-|meth|yl|prop|-|1|-|en|yl|sulfan|yl|)|prop|-|1|-|ene,12704063.png
3969,13785336,3-(4-chlorophenyl)oxirane-2-carboxylic acid,3|-|(|4|-|chloro|phen|yl|)|oxirane|-|2|-|carboxylic acid,13785336.png
4550,21290757,(Z)-3-fluoro-3-(4-methylphenyl)prop-2-enoic acid,(|Z|)|-|3|-|fluoro|-|3|-|(|4|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid,21290757.png
6387,91434889,"3-(2,4-dichloro-5-fluorophenyl)propanoic acid","3|-|(|2|,|4|-|di|chloro|-|5|-|fluoro|phen|yl|)|prop|an|oic acid",91434889.png
909,112,quinolin-3-ol,quinolin|-|3|-|ol,112.png
253,4,"hepta-2,5-diyne","hept|a|-|2|,|5|-|di|yne",4.png
5946,69503623,2-amino-3-(4-hydroxyphenyl)prop-2-enoic acid,2|-|amino|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid,69503623.png
3483,4962375,2-(4-chloroanilino)-2-oxoacetic acid,2|-|(|4|-|chloro|anilino|)|-|2|-|oxo|acet|ic acid,4962375.png
1200,134995300,hex-5-ynylphosphane,hex|-|5|-|yn|yl|pho|s|phane,134995300.png
7585,141110024,(2R)-2-hydroxy-2-phenoxypropanoic acid,(|2|R|)|-|2|-|hydroxy|-|2|-|phen|oxy|prop|an|oic acid,141110024.png
2041,19748095,2-bromopropanoyl iodide,2|-|bromo|prop|an|o|yl| |iodide,19748095.png
3532,5702854,"(E)-3-(2,3-difluorophenyl)prop-2-enoic acid","(|E|)|-|3|-|(|2|,|3|-|di|fluoro|phen|yl|)|prop|-|2|-|en|oic acid",5702854.png
5325,55255104,"(E)-3-(2,5-difluorophenyl)-2-methylprop-2-enoic acid","(|E|)|-|3|-|(|2|,|5|-|di|fluoro|phen|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid",55255104.png
1191,135210698,N-fluoro-5-methylhexan-1-amine,N|-|fluoro|-|5|-|meth|yl|hex|an|-|1|-|amine,135210698.png
4169,17820212,2-pyridazin-4-yloxyacetic acid,2|-|pyridazin|-|4|-|yl|oxy|acet|ic acid,17820212.png
5576,61998283,2-(N-ethyl-4-fluoroanilino)acetic acid,2|-|(|N|-|eth|yl|-|4|-|fluoro|anilino|)|acet|ic acid,61998283.png
1836,53427603,3-bromo-1-iodoprop-1-ene,3|-|bromo|-|1|-|iodo|prop|-|1|-|ene,53427603.png
6772,122545569,"(2S)-3-[(1S,5R)-3-bicyclo[3.1.0]hexanyl]-2-methylpropanoic acid","(|2|S)|-|3|-|[|(|1S|,|5R|)|-|3|-|bicyclo|[|3.1|.0|]|hex|an|yl|]|-|2|-|meth|yl|prop|an|oic acid",122545569.png
3245,688314,(E)-3-(4-bromo-2-fluorophenyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|bromo|-|2|-|fluoro|phen|yl|)|prop|-|2|-|en|oic acid,688314.png
2680,521945,"2,6-dimethylhepta-2,5-diene","2|,|6|-|di|meth|yl|hept|a|-|2|,|5|-|di|ene",521945.png
2793,136863,"3,3-dimethylpenta-1,4-diene","3|,|3|-|di|meth|yl|pent|a|-|1|,|4|-|di|ene",136863.png
347,241,"propane-1,2,3-triol","prop|ane|-|1|,|2|,|3|-|tr|iol",241.png
7396,140142991,"2-(7-hydroxy-3-methyl-3,4-dihydro-2H-chromen-4-yl)acetic acid","2|-|(|7|-|hydroxy|-|3|-|meth|yl|-|3|,|4|-|di|hydro|-|2H|-|chro|men|-|4|-|yl|)|acet|ic acid",140142991.png
6503,115061096,"3-(2-methyl-4,5-dihydro-1,3-oxazol-4-yl)propanoic acid","3|-|(|2|-|meth|yl|-|4|,|5|-|di|hydro|-|1|,|3|-|oxaz|ol|-|4|-|yl|)|prop|an|oic acid",115061096.png
5058,53409112,"2-chloro-2-(3,4-difluorophenyl)acetic acid","2|-|chloro|-|2|-|(|3|,|4|-|di|fluoro|phen|yl|)|acet|ic acid",53409112.png
6457,97046745,"(2R)-6-hydroxy-1,2,3,4-tetrahydronaphthalene-2-carboxylic acid","(|2|R|)|-|6|-|hydroxy|-|1|,|2|,|3|,|4|-|tetrahydron|aphthalen|e|-|2|-|carboxylic acid",97046745.png
1704,57154538,"2-bromohexa-1,4-diene","2|-|bromo|hex|a|-|1|,|4|-|di|ene",57154538.png
409,242,"2,3-dichloropropan-1-ol","2|,|3|-|di|chloro|prop|an|-|1|-|ol",242.png
2865,33016,3-chlorohexane,3|-|chloro|hex|ane,33016.png
6373,91334238,carboxy 2-amino-1H-imidazole-5-carboxylate,carboxy| |2|-|amino|-|1H|-|imidaz|ole|-|5|-|carboxylate,91334238.png
6616,118350138,(E)-3-[5-(fluoromethyl)-2-methylpyridin-4-yl]prop-2-enoic acid,(|E|)|-|3|-|[|5|-|(|fluoro|meth|yl|)|-|2|-|meth|yl|pyridin|-|4|-|yl|]|prop|-|2|-|en|oic acid,118350138.png
6297,87518854,(2Z)-2-(hydroxymethylidene)-4-(4-hydroxyphenyl)butanoic acid,(|2|Z)|-|2|-|(|hydroxy|meth|yl|idene|)|-|4|-|(|4|-|hydroxy|phen|yl|)|but|an|oic acid,87518854.png
7972,143819523,3-(2-chlorooxy-4-methoxyphenyl)propanoic acid,3|-|(|2|-|chloro|oxy|-|4|-|meth|oxy|phen|yl|)|prop|an|oic acid,143819523.png
3524,5460261,2-hydroxy-2-(4-hydroxyphenyl)acetate,2|-|hydroxy|-|2|-|(|4|-|hydroxy|phen|yl|)|acet|ate,5460261.png
5898,69114661,"2-(3,5-dichlorophenoxy)prop-2-enoic acid","2|-|(|3|,|5|-|di|chloro|phen|oxy|)|prop|-|2|-|en|oic acid",69114661.png
3203,512091,"(3,4-dichlorophenoxy)carbonylphosphonic acid","(|3|,|4|-|di|chloro|phen|oxy|)|carbonyl|phos|phonic acid",512091.png
972,144858664,"3,3-difluoro-2-methylheptane","3|,|3|-|di|fluoro|-|2|-|meth|yl|hept|ane",144858664.png
684,33,ethyl hexanoate,eth|yl| |hex|an|oate,33.png
6355,90917340,(4-hydroxyphenyl) oxirane-2-carboxylate,(|4|-|hydroxy|phen|yl|)| |oxirane|-|2|-|carboxylate,90917340.png
340,7,butanol,but|an|ol,7.png
5044,53401842,3-(6-methoxypyridin-3-yl)prop-2-enoic acid,3|-|(|6|-|meth|oxy|pyridin|-|3|-|yl|)|prop|-|2|-|en|oic acid,53401842.png
101,181,eth-1-ene,eth|-|1|-|ene,181.png
7291,139651438,"2-methoxy-3-(2,4,5-trimethylphenyl)prop-2-enoic acid","2|-|meth|oxy|-|3|-|(|2|,|4|,|5|-|tri|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid",139651438.png
7292,139651444,"2-ethoxy-3-(2,4,5-trimethylphenyl)prop-2-enoic acid","2|-|eth|oxy|-|3|-|(|2|,|4|,|5|-|tri|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid",139651444.png
6654,118561775,(2S)-2-(fluorosulfonylamino)-3-(4-hydroxyphenyl)propanoic acid,(|2|S)|-|2|-|(|fluoro|sulfon|yl|amino|)|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid,118561775.png
6057,70543920,(2R)-2-(2-fluoro-4-hydroxyphenyl)-2-hydroxyacetic acid,(|2|R|)|-|2|-|(|2|-|fluoro|-|4|-|hydroxy|phen|yl|)|-|2|-|hydroxy|acet|ic acid,70543920.png
2550,3016897,"2-methylhepta-2,4-diene","2|-|meth|yl|hept|a|-|2|,|4|-|di|ene",3016897.png
5429,57364318,3-(3-chlorophenyl)-2-cyanoprop-2-enoic acid,3|-|(|3|-|chloro|phen|yl|)|-|2|-|cyano|prop|-|2|-|en|oic acid,57364318.png
810,254,(4-fluorophenyl)methanamine,(|4|-|fluoro|phen|yl|)|meth|an|amine,254.png
3895,12858550,3-(2-methoxyphenyl)-2-oxopropanoic acid,3|-|(|2|-|meth|oxy|phen|yl|)|-|2|-|oxo|prop|an|oic acid,12858550.png
987,143978389,"(3R)-3-ethylhexa-1,5-diene","(|3|R)|-|3|-|eth|yl|hex|a|-|1|,|5|-|di|ene",143978389.png
156,28,"3,4-dimethylhexa-1,5-diene","3|,|4|-|di|meth|yl|hex|a|-|1|,|5|-|di|ene",28.png
5063,53417359,3-amino-3-(3-chloro-4-hydroxyphenyl)propanoic acid,3|-|amino|-|3|-|(|3|-|chloro|-|4|-|hydroxy|phen|yl|)|prop|an|oic acid,53417359.png
4305,19378375,3-(4-aminophenyl)-3-oxopropanoic acid,3|-|(|4|-|amino|phen|yl|)|-|3|-|oxo|prop|an|oic acid,19378375.png
6975,131836666,"3-(3,5-dihydroxyphenyl)-2-oxopropanoic acid","3|-|(|3|,|5|-|di|hydroxy|phen|yl|)|-|2|-|oxo|prop|an|oic acid",131836666.png
2238,12728673,"2,3-dibromobut-1-ene","2|,|3|-|di|bromo|but|-|1|-|ene",12728673.png
906,113,quinolin-7-amine,quinolin|-|7|-|amine,113.png
7340,139891819,2-oxo-3-(1H-pyrrol-2-yl)propanoic acid,2|-|oxo|-|3|-|(|1|H|-|pyrrol|-|2|-|yl|)|prop|an|oic acid,139891819.png
1234,134398853,"S-[(2E)-penta-2,4-dien-2-yl]thiohydroxylamine","S|-|[|(|2|E|)|-|pent|a|-|2|,|4|-|di|en|-|2|-|yl|]|thio|hydroxyl|amine",134398853.png
1803,53858993,2-ethylpentanethial,2|-|eth|yl|pent|anethial,53858993.png
273,212,"deca-1,5-diyne","dec|a|-|1|,|5|-|di|yne",212.png
7547,141032377,"2,3,3a,4,5,6-hexahydro-1H-indene-2-carboxylic acid","2|,|3|,|3a|,4|,|5|,|6|-|hexa|hydro|-|1H|-|inden|e|-|2|-|carboxylic acid",141032377.png
6050,70520081,"4-(1,2-dimethoxyethyl)phenol","4|-|(|1|,|2|-|di|meth|oxy|eth|yl|)|phen|ol",70520081.png
6061,70579893,3-(4-hydroxyphenyl)sulfinylpropanoic acid,3|-|(|4|-|hydroxy|phen|yl|)|sulfinyl|prop|an|oic acid,70579893.png
7809,142276017,2-methyl-2-benzophosphepine-8-carboxylic acid,2|-|meth|yl|-|2|-|benz|o|phosphep|ine|-|8|-|carboxylic acid,142276017.png
5484,58483706,"3-(3,4-dimethylpyridin-2-yl)oxypropanoic acid","3|-|(|3|,|4|-|di|meth|yl|pyridin|-|2|-|yl|)|oxy|prop|an|oic acid",58483706.png
3455,4369492,2-(4-chloro-2-methoxycarbonylanilino)-2-oxoacetic acid,2|-|(|4|-|chloro|-|2|-|meth|oxy|carbonyl|anilino|)|-|2|-|oxo|acet|ic acid,4369492.png
4499,20608072,"2-(3,5-dichlorophenyl)-2-oxoacetic acid","2|-|(|3|,|5|-|di|chloro|phen|yl|)|-|2|-|oxo|acet|ic acid",20608072.png
4322,19690137,2-methyl-3-phenyl-2-sulfanylpropanoic acid,2|-|meth|yl|-|3|-|phen|yl|-|2|-|sulfan|yl|prop|an|oic acid,19690137.png
3248,700642,(E)-3-(2-chlorophenyl)prop-2-enoic acid,(|E|)|-|3|-|(|2|-|chloro|phen|yl|)|prop|-|2|-|en|oic acid,700642.png
2696,520074,1-chlorohept-1-ene,1|-|chloro|hept|-|1|-|ene,520074.png
1701,57196966,1-bromo-1-fluorobut-1-ene,1|-|bromo|-|1|-|fluoro|but|-|1|-|ene,57196966.png
6826,123336319,"2-cyclohepta-2,4,6-trien-1-ylcyclopropane-1-carboxylic acid","2|-|cyclo|hept|a|-|2|,|4|,|6|-|tri|en|-|1|-|yl|cyclo|prop|ane|-|1|-|carboxylic acid",123336319.png
7107,135343982,(E)-3-(1-ethyltriazol-4-yl)prop-2-enoic acid,(|E|)|-|3|-|(|1|-|eth|yltri|az|ol|-|4|-|yl|)|prop|-|2|-|en|oic acid,135343982.png
5915,69197940,(E)-3-(1-bicyclo[3.2.1]octanyl)-2-methylprop-2-enoic acid,(|E|)|-|3|-|(|1|-|bicyclo|[|3.2|.1|]|oct|an|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid,69197940.png
3526,5460811,[(1R)-1-carboxy-2-(4-hydroxyphenyl)ethyl]azanium,[|(|1R)|-|1|-|carboxy|-|2|-|(|4|-|hydroxy|phen|yl|)|eth|yl|]|az|anium,5460811.png
7969,143803365,"2-(4,4-difluoropiperidin-1-yl)sulfanyl-2-methylpropanoic acid","2|-|(|4|,|4|-|di|fluoro|piperidin|-|1|-|yl|)|sulfan|yl|-|2|-|meth|yl|prop|an|oic acid",143803365.png
5471,58267045,"(1S,7R)-3-thiatricyclo[5.2.1.02,6]deca-2(6),4-diene-4-carboxylic acid","(|1|S|,|7R|)|-|3|-|th|iatricyclo|[|5.2|.1|.|02|,|6|]|dec|a|-|2|(|6|)|,|4|-|di|ene|-|4|-|carboxylic acid",58267045.png
2342,12205524,1-deuteriopentane,1|-|deuterio|pent|ane,12205524.png
3144,287543,"3-(2-methyl-1,3,5-trithian-2-yl)propanoic acid","3|-|(|2|-|meth|yl|-|1|,|3|,|5|-|trithian|-|2|-|yl|)|prop|an|oic acid",287543.png
6263,84770630,"2-(2,6-difluoro-4-hydroxyphenyl)acetic acid","2|-|(|2|,|6|-|di|fluoro|-|4|-|hydroxy|phen|yl|)|acet|ic acid",84770630.png
3395,3017967,3-(3-fluoro-4-hydroxyphenyl)propanoic acid,3|-|(|3|-|fluoro|-|4|-|hydroxy|phen|yl|)|prop|an|oic acid,3017967.png
45,64,3-ethylhexane,3|-|eth|yl|hex|ane,64.png
226,52,4-methylcyclohexene,4|-|meth|yl|cyclo|hex|ene,52.png
4630,21864654,2-(4-fluorophenyl)cyclopropane-1-carboxylic acid,2|-|(|4|-|fluoro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid,21864654.png
6286,86183848,"3-(2,5-dioxo-1,3-thiazolidin-4-yl)propanoic acid","3|-|(|2|,|5|-|di|oxo|-|1|,|3|-|th|iazolidin|-|4|-|yl|)|prop|an|oic acid",86183848.png
7788,142157946,2-(4-amino-3-fluorocyclohexyl)oxypropanoic acid,2|-|(|4|-|amino|-|3|-|fluoro|cyclo|hex|yl|)|oxy|prop|an|oic acid,142157946.png
1604,60656873,2-methyl-1-prop-2-ynylsulfanylpropane,2|-|meth|yl|-|1|-|prop|-|2|-|yn|yl|sulfan|yl|prop|ane,60656873.png
7479,140603021,(E)-2-(4-hydroxyphenyl)ethenesulfonate,(|E|)|-|2|-|(|4|-|hydroxy|phen|yl|)|eth|ene|sulfon|ate,140603021.png
992,143837103,N-propan-2-ylpropanimidate,N|-|prop|an|-|2|-|yl|prop|ani|midate,143837103.png
6434,95022373,"(3S)-4,4,4-trifluoro-3-(4-methylphenyl)butanoic acid","(|3|S)|-|4|,|4|,|4|-|tri|fluoro|-|3|-|(|4|-|meth|yl|phen|yl|)|but|an|oic acid",95022373.png
6253,84666018,3-(3-amino-4-hydroxyphenyl)-2-methylpropanoic acid,3|-|(|3|-|amino|-|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|prop|an|oic acid,84666018.png
1041,141930053,"(3E,5E)-4,5-difluorohepta-1,3,5-triene","(|3|E|,|5|E|)|-|4|,|5|-|di|fluoro|hept|a|-|1|,|3|,|5|-|tri|ene",141930053.png
5869,68786451,[(1R)-1-phenylethyl] hydrogen carbonate,[|(|1R)|-|1|-|phen|yl|eth|yl|]| |hydrogen| |carbonate,68786451.png
5219,54241386,3-cycloheptylprop-2-enoic acid,3|-|cyclo|hept|yl|prop|-|2|-|en|oic acid,54241386.png
4775,23130153,"2-(1,3-benzothiazol-2-yloxy)-2-oxoacetic acid","2|-|(|1|,|3|-|benz|othiazol|-|2|-|yl|oxy|)|-|2|-|oxo|acet|ic acid",23130153.png
3855,12595101,"3-(2,3-dichlorophenyl)propanoic acid","3|-|(|2|,|3|-|di|chloro|phen|yl|)|prop|an|oic acid",12595101.png
