,cid,iupacname
5881,142921819.png,(2S)-2-(iodoamino)-3-thiophen-2-ylpropanoic acid
5882,142924516.png,(E)-3-(4-methyl-2-propylphenyl)prop-2-enoic acid
5883,142948744.png,(E)-3-(4-chloro-2-propan-2-ylphenyl)prop-2-enoic acid
5884,142972817.png,"3-hydroxy-3-(2-sulfanylidene-3H-1,3-thiazol-5-yl)propanoic acid"
5885,143005599.png,"(E)-3-(5-chloro-2,4-dimethylphenyl)prop-2-enoic acid"
5886,143006404.png,"3-(4-hydroxycyclohepta-1,3,6-trien-1-yl)propanoic acid"
5887,143039125.png,2-[4-(2-sulfanylethyl)phenoxy]acetic acid
5888,143063858.png,"(E)-3-[(2S,4S)-2-methyloxan-4-yl]prop-2-enoic acid"
5889,143065429.png,"2-(3-chlorophenyl)-1,2-dimethylcyclopropane-1-carboxylic acid"
5890,143065458.png,"2-(3-fluorophenyl)-1,2-dimethylcyclopropane-1-carboxylic acid"
5891,143079656.png,"3,3-dichloro-2-cyclopentylprop-2-enoic acid"
5892,143088168.png,(2R)-3-(4-hydroxyphenyl)-2-isocyanatopropanoic acid
5893,143095394.png,3-[hydroxy(methoxy)methyl]isoquinolin-7-ol
5894,143113639.png,2-[4-(methylamino)anilino]-2-oxoacetic acid
5895,143115499.png,"(5-hydroxycyclohepta-1,4,6-trien-1-yl) hydrogen carbonate"
5896,143118931.png,(2S)-2-amino-3-(2-fluorosulfanyl-4-hydroxyphenyl)propanoic acid
5897,143123409.png,(2S)-2-(4-aminocyclohexyl)-2-(phosphanylamino)acetic acid
5898,143123414.png,(2S)-2-(4-hydroxyphenyl)-2-(phosphanylamino)acetic acid
5899,143125476.png,(E)-3-(2-hydroxysulfanyl-5-methoxy-4-methylphenyl)prop-2-enoic acid
5900,143125647.png,(E)-3-(5-bromo-4-chloro-2-nitrosophenyl)prop-2-enoic acid
5901,143131510.png,"(2E)-2-[(5-fluoro-2,4-dimethylphenyl)methylidene]-3-methylbutanoic acid"
5902,143131664.png,[(2R)-2-(4-hydroxyphenoxy)but-3-enoyl]oxidanium
5903,143131665.png,(2R)-2-(4-hydroxyphenoxy)but-3-enoic acid
5904,143134005.png,1-(4-hydroxyphenyl)ethyl hydrogen sulfate
5905,143135216.png,(E)-3-(2-methylphenyl)-2-oxopent-3-enoic acid
5906,143135220.png,"2-[4,4-bis(sulfanyloxy)cyclohexylidene]acetic acid"
5907,143147816.png,(E)-3-[2-methyl-4-(methylamino)phenyl]prop-2-enoic acid
5908,143147817.png,"(E)-3-[4-(methylamino)cyclohexa-1,3-dien-1-yl]prop-2-enoic acid"
5909,143147835.png,2-(2-chloro-4-methylphenyl)-3-oxobutanoic acid
5910,143158848.png,"3-azabicyclo[4.4.1]undeca-1(10),2,4,6,8-pentaene-2-carboxylic acid"
5911,143159314.png,"(E)-3-[(2S)-2,6-dimethyloxan-4-yl]prop-2-enoic acid"
5912,143191317.png,"2-methyl-3-(2-methylcyclohexa-1,3-dien-1-yl)-2-phosphanylpropanoic acid"
5913,143206839.png,"4-(4-aminophenyl)-1,4-oxazocan-3-one"
5914,143210464.png,"3-(1,4-dimethylcyclohexa-2,4-dien-1-yl)propanoic acid"
5915,143210474.png,"(E)-3-(4-methylcyclohexa-1,3-dien-1-yl)prop-2-enoic acid"
5916,143219586.png,"4-methyl-2,3,4,5-tetrahydro-1-benzothiophene-3-carboxylic acid"
5917,143227727.png,(2R)-2-[(4-hydroxyphenyl)methyl]but-3-enoic acid
5918,143227821.png,"2-[(3,5-difluoro-4-hydroxyphenyl)methyl]but-3-enoic acid"
5919,143237455.png,"2-(3,6-difluoro-6-methylcyclohexa-1,3-dien-1-yl)-2-hydroxyacetic acid"
5920,143243222.png,2-oxo-2-(4-propylsulfanylanilino)acetic acid
5921,143260598.png,(2E)-3-methyl-2-(4H-thiopyran-2-ylmethylidene)butanoic acid
5922,143270673.png,2-[4-(1-hydroperoxyethyl)phenoxy]acetic acid
5923,143296902.png,3H-azepin-4-ylmethyl hydrogen carbonate
5924,143297289.png,"2-(2,6-dimethylcyclohepta-1,3,5-trien-1-yl)oxyacetic acid"
5925,143297342.png,"cyclohepta-1,4,6-trien-1-ylmethyl hydrogen carbonate"
5926,143297686.png,"3-(1,4-dimethylpiperidin-1-ium-1-yl)propanoic acid"
5927,143351296.png,"(2S)-2-(3-methylcyclohexa-1,5-dien-1-yl)propanoic acid"
5928,143371764.png,"(2S)-1-fluoro-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid"
5929,143387426.png,"3-(3,5-dibromo-4-hydroxyphenyl)-2-fluoropropanoic acid"
5930,143391514.png,3-[(E)-2-amino-1-sulfanylethenyl]sulfanylpropanoic acid
5931,143393993.png,(2S)-3-(2-chloro-4-hydroxyphenyl)-2-hydroxypropanoic acid
5932,143394018.png,"(2S)-2-methyl-3-(3,4,5-trifluorophenyl)propanoic acid"
5933,143394047.png,"3-(2,3-dihydro-1,2-oxazol-5-yl)propanoic acid"
5934,143394098.png,(2S)-2-methanimidoyloxy-3-(3-methylphenyl)propanoic acid
5935,143394268.png,"3-(4-aminophenyl)-2,3-dimethylbutanoic acid"
5936,143395935.png,"2-(4-aminocyclohepta-2,6-dien-1-yl)-2-ethoxyacetic acid"
5937,143426826.png,"2-(6-sulfanyl-1,2,3,4-tetrahydronaphthalen-1-yl)acetic acid"
5938,143429786.png,(E)-3-(4-hydroxy-3-iodo-5-methylphenyl)prop-2-enoic acid
5939,143454048.png,"4-cyclohepta-1,3,5-trien-1-ylbutanoic acid"
5940,143454854.png,"3-methyl-2-phosphanyl-1,4-dihydroisoquinoline-3-carboxylic acid"
5941,143471651.png,"3-(4-ethylcyclohexa-1,3-dien-1-yl)propanoic acid"
5942,143482533.png,"(4aS)-7-hydroxy-1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene-2-carboxylic acid"
5943,143517083.png,[1-(3-chlorooxy-4-hydroxyphenyl)cyclopropanecarbonyl]oxidanium
5944,143520221.png,(E)-3-(2-fluoro-5-phosphanylphenyl)prop-2-enoic acid
5945,143556097.png,2-(3-aminosulfanylphenoxy)acetic acid
5946,143579900.png,(E)-3-(6-chloro-2H-thiopyran-4-yl)prop-2-enoic acid
5947,143584395.png,2-(4-methylphenyl)sulfinyloxyacetic acid
5948,143594074.png,(2Z)-2-[(4-hydroxyphenyl)methylidene]-3-methylbut-3-enoic acid
5949,143649953.png,3-chloro-3-(2-methoxyphenyl)-2-oxopropanoic acid
5950,143649960.png,3-chloro-3-(3-cyanophenyl)-2-oxopropanoic acid
5951,143663985.png,[4-(carboxymethyl)phenyl]-oxoazanium
5952,143689214.png,2-(3-fluoro-5-sulfanylphenoxy)acetic acid
5953,143754544.png,"(Z)-2-(methylideneamino)-3-(2H-1,3-thiazol-3-yl)but-2-enoic acid"
5954,143776648.png,3-(1-phosphanylpiperidin-4-yl)propanoic acid
5955,143788504.png,3-(3-iodosulfanyloxyphenyl)propanoic acid
5956,143789022.png,3-(3-sulfanyloxyphenyl)propanoic acid
5957,143803297.png,2-(3-fluoropyrrolidin-1-yl)sulfanyl-2-methylpropanoic acid
5958,143803310.png,2-methyl-2-(2-methylpiperidin-1-yl)sulfanylpropanoic acid
5959,143803365.png,"2-(4,4-difluoropiperidin-1-yl)sulfanyl-2-methylpropanoic acid"
5960,143805777.png,2-(4-methylphenyl)sulfanylprop-2-enoic acid
5961,143815547.png,2-(4-ethenylphenyl)sulfanylacetic acid
5962,143819523.png,3-(2-chlorooxy-4-methoxyphenyl)propanoic acid
5963,143824747.png,"3-(3-aminocyclohexa-1,5-dien-1-yl)-2-hydroxypropanoic acid"
5964,143846188.png,3-(4-chlorosulfanylphenyl)propanoic acid
5965,143851269.png,"7-methyl-5,6-dihydronaphthalene-2-carboxylic acid"
5966,143852599.png,(E)-2-(4-fluoro-N-(methyldiazenyl)anilino)but-2-enoic acid
5967,143862906.png,"(E)-3-cyclohexa-2,5-dien-1-ylprop-2-enoic acid"
5968,143867085.png,3-(3-fluorophenyl)-3-sulfanylpropanoic acid
5969,143959344.png,"2-oxo-2-(1-tetracyclo[3.3.1.03,9.07,9]nonanyl)acetic acid"
5970,143991690.png,(1S)-2-(4-hydroxyphenyl)cyclopropane-1-carboxylic acid
5971,144038244.png,2-ethoxy-2-(4-formamidophenyl)acetic acid
5972,144045443.png,"(E)-3-(4,5-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoic acid"
5973,144069184.png,"2-(3-chlorocyclohexa-1,5-dien-1-yl)-2-(dimethylamino)acetic acid"
5974,144118542.png,2-oxo-2-(4-sulfinamoylphenyl)acetic acid
5975,144154551.png,(E)-3-[2-fluoro-4-(methyldisulfanyl)phenyl]prop-2-enoic acid
5976,144157344.png,"3-cyclohexa-1,5-dien-1-yl-2-fluoropropanoic acid"
5977,144157593.png,"3-(2-chlorocyclohexa-1,5-dien-1-yl)-2-fluoropropanoic acid"
5978,144166198.png,"(E)-3-(4,6-dihydroxycyclohepta-1,3,5-trien-1-yl)prop-2-enoic acid"
5979,144180458.png,"1-(4-hydroxycyclohexa-1,3-dien-5-yn-1-yl)propan-2-one"
5980,144180681.png,"(2S)-3-(4-hydroxycyclohexa-1,3-dien-5-yn-1-yl)-2-methylpropanoic acid"
5981,144198133.png,(E)-3-[4-hydroxy-3-(hydroxyamino)-5-methoxyphenyl]prop-2-enoic acid
5982,144198135.png,(E)-3-[4-hydroxy-3-(hydroxyamino)phenyl]prop-2-enoic acid
5983,144203937.png,(1-hydroxy-3-phenylprop-2-ynylidene)oxidanium
5984,144208549.png,"(E)-2-(cyanomethyl)-3-(2,6-difluorophenyl)prop-2-enoic acid"
5985,144243386.png,"(E)-3-(2-cyano-3,4,5,6-tetrafluorophenyl)prop-2-enoic acid"
5986,144243389.png,"(E)-3-(2-cyano-3,4,5-trifluorophenyl)prop-2-enoic acid"
5987,144279687.png,"3-(4-hydroxy-3-methoxy-7-methylcyclohepta-1,3,5-trien-1-yl)propanoic acid"
5988,144318810.png,"1-cyclohepta-1,3,6-trien-1-ylcyclopropane-1-carboxylic acid"
5989,144335681.png,2-amino-3-(2-fluoro-4-hydroxy-5-nitrosophenyl)propanoic acid
5990,144350418.png,2-[4-(fluoroamino)phenyl]sulfanylacetic acid
5991,144410915.png,2-(5-ethylpyridin-2-yl)oxyacetic acid
5992,144410926.png,3-(4-ethyl-3-fluorophenyl)propanoic acid
5993,144410948.png,3-(4-ethyl-2-fluorophenyl)propanoic acid
5994,144422403.png,3-(4-chloro-2-phosphanylphenyl)prop-2-ynoic acid
5995,144443391.png,"2-aminopyrrolo[1,2-b]pyridazine-6-carboxylic acid"
5996,144451232.png,(4-methylcyclohex-3-en-1-yl)methyl hydrogen carbonate
5997,144467926.png,(3Z)-2-benzyl-3-sulfanyliminopropanoic acid
5998,144469202.png,2-[(4-hydroxyphenyl)methyl]hexanedioic acid
5999,144482112.png,"3-[4,5-dihydroxy-2-(sulfanylamino)phenyl]propanoic acid"
6000,144489886.png,"N-(4-aminocyclohexa-1,3-dien-1-yl)-2-methoxy-N-methylacetamide"
6001,144497330.png,"2,3,4,5-tetrahydro-1H-benzo[7]annulene-6-carboxylic acid"
6002,144532783.png,"3-(4-methylcyclohexa-1,3-dien-1-yl)propanoic acid"
6003,144534399.png,[4-(methylamino)phenyl]methyl nitrate
6004,144566628.png,3-(3-hydroxyphenyl)-2-methoxyprop-2-enoic acid
6005,144578050.png,2-[4-(phosphanylmethyl)phenoxy]acetic acid
6006,144611033.png,(2-methylphenyl)sulfanylformic acid
6007,144627176.png,2-[ethyl-(4-fluorophenyl)sulfanylamino]acetic acid
6008,144627639.png,"(E)-3-cyclohepta-1,3,5-trien-1-ylprop-2-enoic acid"
6009,144627970.png,"(E)-3-(6-methyl-1,2-dihydropyridin-4-yl)prop-2-enoic acid"
6010,144633758.png,3-(5-bromo-2-sulfanylthiophen-3-yl)propanoic acid
6011,144636883.png,(E)-3-(7-methyl-4H-azepin-3-yl)prop-2-enoic acid
6012,144636942.png,(E)-3-(3H-azepin-3-yl)prop-2-enoic acid
6013,144639315.png,"1-[(3,4-dihydroxyphenyl)methyl]cyclopropane-1-carboxylic acid"
6014,144706228.png,"2-methyl-1-methylidene-2,3,3a,4,5,6,7,7a-octahydroindene-4-carboxylic acid"
6015,144715183.png,(Z)-3-(3-hydroxyphenyl)-2-nitrosoprop-2-enoic acid
6016,144748364.png,2-cyclohexylsulfanylprop-2-enoate
6017,144753957.png,[4-(carboxymethoxycarbonyl)phenyl]-hydroxyazanium
6018,144762478.png,1-(4-chlorophenyl)ethyl hydrogen carbonate
6019,144802674.png,3-(5-dihydroxyphosphanylpyridin-2-yl)propanoic acid
6020,144850895.png,3-[(2R)-4-aminomorpholin-2-yl]propanoic acid
6021,144861691.png,"(E)-3-(2-fluorocyclohepta-1,3,6-trien-1-yl)prop-2-enoic acid"
6022,144913508.png,"3-(2-chloro-3,4-dihydropyridin-4-yl)propanoic acid"
6023,144913582.png,"3-(3-fluorocyclohepta-1,3,5-trien-1-yl)propanoic acid"
6024,144933264.png,2-hydroxy-3-(4-hydroxyphenyl)-3-oxopropanoic acid
6025,144937813.png,(2S)-3-[3-(fluoromethyl)-5-methylphenyl]-2-methylpropanoic acid
6026,144944973.png,"(2S)-2,3,3,3-tetrafluoro-2-[fluoro-(3,4,5,5-tetrafluorocyclohexa-1,3-dien-1-yl)amino]propanoic acid"
6027,144967319.png,"2-hydroxy-3-(6-methylcyclohexa-1,3-dien-1-yl)propanoic acid"
6028,144999211.png,"4-cyclohepta-1,3,6-trien-1-ylbutanoic acid"
6029,145018869.png,"2-[(4-chloro-5-fluorocyclohexa-1,5-dien-1-yl)amino]-2-oxoacetic acid"
6030,145030342.png,(2Z)-3-hydroxy-2-[(4-hydroxyphenyl)methylidene]but-3-enoic acid
6031,145050952.png,methyl (2S)-3-(4-hydroxyphenyl)-2-(methylideneamino)propanoate
6032,145055482.png,(E)-3-(3-methoxy-4-sulfanyloxyphenyl)prop-2-enoic acid
6033,145077822.png,"3-(2-fluorocyclohexa-1,5-dien-1-yl)propanoic acid"
6034,145154280.png,3-[4-(carboniodidoylamino)phenyl]propanoic acid
6035,145170404.png,"(1S)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxylic acid"
6036,145228294.png,(3E)-2-imino-3-methoxyimino-3-phenylpropanoic acid
6037,145323026.png,"2-(3,5-dichlorophenyl)-3,3,3-trifluoropropanoic acid"
6038,145329703.png,(E)-3-(4-bromo-1-fluorosulfanylpyrrol-2-yl)prop-2-enoic acid
6039,145350509.png,(2-oxopyran-3-yl)methyl hydrogen carbonate
6040,145397922.png,"(E)-3-(3-fluoro-4-methylcyclohexa-1,3-dien-1-yl)prop-2-enoic acid"
6041,145414904.png,3-(4-hydroxysulfanyloxy-3-methoxyphenyl)propanoic acid
6042,145427466.png,"methyl 5-(4-hydroxyphenyl)-2,4-dioxopentanoate"
6043,145427488.png,"ethyl 5-(4-hydroxyphenyl)-2,4-dioxopentanoate"
6044,145465650.png,(2E)-2-[(4-hydroxy-2-methylphenyl)methylidene]but-3-enoic acid
6045,145487532.png,5-(4-sulfanyloxyphenyl)pentanoic acid
6046,145538346.png,"(E)-3-[(4R)-4-methylcyclohexa-1,5-dien-1-yl]prop-2-enoic acid"
6047,145541352.png,(2S)-2-amino-3-(4-aminopiperazin-1-yl)propanoic acid
6048,145563015.png,2-hydroxy-3-methyl-3-phenylpentanoic acid
6049,145567379.png,2-(6-fluoro-1-methylideneindazol-1-ium-3-yl)acetic acid
6050,145567388.png,2-(6-methyl-1-methylideneindazol-1-ium-3-yl)acetic acid
6051,145567464.png,2-(6-chloro-1-methylideneindazol-1-ium-3-yl)acetic acid
6052,145599669.png,3-(4-hydroxyphenyl)-4-nitrobutan-2-one
6053,145616042.png,"2-cyclohepta-1,3,5-trien-1-yloxyacetic acid"
6054,145623996.png,"1,4-benzoxazepine-3-carboxylic acid"
6055,145630532.png,6-[2-(4-hydroxyphenyl)acetyl]oxyhexanoic acid
6056,145681784.png,3-[5-(aminomethyl)thiophen-3-yl]propanoic acid
6057,145689875.png,"(E)-3-(3-chloro-2-fluorocyclohexa-2,4-dien-1-yl)prop-2-enoic acid"
6058,145694423.png,5-(1-methylcyclopentyl)pentanoic acid
6059,145705698.png,"2-amino-3-(4-hydroxy(1,2,3,4,5,6-13C6)cyclohexa-1,3,5-trien-1-yl)(1,2,3-13C3)propanoic acid"
6060,145723024.png,"1,1,2-trifluoroethyl 2-(4-hydroxyphenyl)acetate"
6061,145723869.png,(4R)-2-oxo-4-phenylpentanoic acid
6062,145729920.png,(E)-2-formyl-3-phenylprop-2-enoic acid
6063,145730535.png,"3-(2-tricyclo[3.3.1.03,7]nonanyl)propanoic acid"
6064,145735673.png,(E)-3-(3-methoxycyclohexyl)prop-2-enoic acid
6065,145735674.png,(Z)-3-(3-methoxycyclohexyl)-2-sulfanylprop-2-enoic acid
6066,145737857.png,phosphono cyclohexanecarboxylate
6067,145747568.png,"(E)-3-(2,6,6-trimethylcyclohex-2-en-1-yl)prop-2-enoate"
6068,145760034.png,"(2E)-2-[(4-hydroxycyclohexa-2,4-dien-1-yl)methylidene]-3-oxobutanoic acid"
6069,145760036.png,(2E)-4-hydroxy-2-[(4-hydroxyphenyl)methylidene]butanoic acid
6070,145760038.png,"(2E)-4-hydroxy-2-[(4-hydroxycyclohexa-2,4-dien-1-yl)methylidene]butanoic acid"
6071,145795577.png,"tricyclo[6.2.1.02,7]undeca-1(10),2,4,6,8-pentaene-9-carboxylic acid"
6072,145798723.png,"3-(2,2,4,4-tetrafluorocyclobutyl)prop-2-enoic acid"
6073,145801231.png,(2S)-2-(chloroamino)-3-(4-hydroxy-3-iodophenyl)propanoic acid
6074,145804250.png,2-(N-amino-2-cyanoanilino)-2-oxoacetic acid
6075,145805369.png,[(4-hydroxyphenyl)-dimethyl-lambda4-sulfanyl] hydrogen sulfate
6076,145815183.png,(E)-3-(4-isocyanocyclohexyl)prop-2-enoic acid
6077,145821739.png,2-benzoyloxy-2-fluoroacetic acid
6078,145822746.png,"2-(4-chloro-4-methylcyclohexa-1,5-dien-1-yl)oxypropanoic acid"
6079,145822951.png,"4H-thieno[3,2-c]thiopyran-2-carboxylic acid"
6080,145828533.png,2-(4-hydroxyphenoxy)-3-oxobutanoic acid
6081,145841307.png,(E)-3-(3-bicyclo[4.2.0]octanyl)prop-2-enoic acid
6082,145842595.png,"(4,5,6,7-tetrachloro-2,3-dihydro-1H-inden-1-yl) hydrogen carbonate"
6083,145845211.png,"[(2S,3S)-3-phenyloxiran-2-yl]methanediolate"
6084,145846605.png,(E)-3-(4-formylcyclohexyl)prop-2-enoic acid
6085,145853745.png,carboxy bicyclo[2.2.1]heptane-2-carboperoxoate
6086,145859530.png,3-ethyl-3-(3-methylphenyl)oxirane-2-carboxylic acid
6087,145860848.png,"3-(1,3-thiazolidin-3-yl)propanoic acid"
6088,145862975.png,3-(4-fluorocyclohexyl)butanoic acid
6089,146014998.png,4-tert-butylperoxy-2-oxobutanoic acid
6090,146170788.png,"4-hydroxy-2,5-bis(4-hydroxyphenyl)-3,6-dioxocyclohexa-1,4-dien-1-olate"
6091,146569221.png,(Z)-7-(4-hydroxyphenyl)hept-5-enoic acid
6092,146740784.png,(3S)-4-(4-hydroxyphenyl)-3-methylpent-4-en-2-one
6093,146884777.png,"3-(4-hydroxycyclohexa-1,3-dien-5-yn-1-yl)propanoic acid"
6094,146952650.png,3-(4-aminooxyphenyl)propanoic acid
6095,147067841.png,(2R)-2-[(4-hydroxyphenyl)methyl]-3-methylbut-3-enoic acid
6096,147114444.png,1-(4-hydroxyphenyl)-3-methylideneboranylpropan-2-one
6097,147230115.png,(3R)-3-[(4-hydroxyphenyl)methyl]pent-4-en-2-one
6098,147281281.png,[5-(carboxymethyl)-2-hydroxy-3-lambda1-thallanylphenyl]thallium
6099,147538826.png,2-(4-hydroxyphenyl)ethanone
6100,147741778.png,"4-(4-hydroxyphenyl)cyclohexa-1,3-diene-1-carboxylic acid"
6101,148222863.png,"2-(4-hydroxycyclohexa-1,3-dien-5-yn-1-yl)acetic acid"
6102,148243724.png,"4-[(Z)-1,2-dicarboxy-2-(4-oxidophenyl)ethenyl]phenolate"
6103,148244343.png,2-(4-hydroxyphenyl)hexanoate
6104,148365689.png,(2R)-2-[(4-hydroxyphenyl)methyl]pentanedioic acid
6105,148496348.png,2-[(4-hydroxyphenyl)methyl]but-3-enoic acid
6106,148957428.png,4-(4-iodooxyphenyl)butanoic acid
6107,149146448.png,(3R)-4-(4-hydroxyphenyl)-3-methylbutan-2-one
6108,149146449.png,[4-[(2S)-2-methyl-3-oxobutyl]phenyl]oxidanium
6109,149227443.png,2-(4-hydroxyphenyl)-3-methylbut-3-enoic acid
6110,149239820.png,(2R)-2-[(4-hydroxyphenyl)methyl]-3-methylidenepent-4-enoic acid
6111,149270767.png,[3-(4-hydroxyphenyl)-1-methoxypropylidene]oxidanium
6112,149287019.png,methyl (Z)-3-(4-hydroxyphenyl)-5-methylhex-3-enoate
6113,149365248.png,1-(4-hydroxyphenyl)-2-oxo-2-oxonioethanolate
6114,149406849.png,"methyl 3-(4-hydroxycyclohexa-1,3-dien-5-yn-1-yl)propanoate"
6115,149412552.png,(1S)-6-(4-hydroxyphenyl)cyclohex-3-ene-1-carboxylic acid
6116,149537188.png,"1-(4-hydroxycyclohexa-2,4-dien-1-yl)-2-(4-hydroxyphenyl)ethanone"
6117,149894090.png,2-ethyl-5-(4-hydroxyphenyl)pentanoate
6118,149932539.png,(2R)-2-[(4-hydroxyphenyl)methyl]-3-methylpentanoate
6119,150057579.png,3-(4-hydroxyphenyl)-2-silyloxypropanoic acid
6120,150388823.png,4-[4-(4-hydroxyphenyl)phenyl]-2-oxobutanoic acid
6121,150444172.png,2-ethenoxyethyl 2-(4-hydroxyphenyl)acetate
6122,150730648.png,"2,3-bis(4-hydroxyphenyl)prop-2-enoic acid"
6123,150731906.png,3-[(4-hydroxyphenyl)methyl]pent-4-enoate
6124,150739089.png,3-(4-hydroperoxyphenyl)-2-oxopropanoate
6125,150872853.png,(2R)-3-(4-hydroxyphenyl)-2-methylpropanoate
6126,150872854.png,(2S)-3-(4-hydroxyphenyl)-2-methylpropanoate
6127,150902330.png,2-[2-(4-hydroxyphenyl)ethyl]-4-methylpentanoate
6128,150902331.png,2-[2-(4-hydroxyphenyl)ethyl]-4-methylpentanoic acid
6129,150910485.png,"2-(4-hydroxyphenyl)-1-(4,4,5-trihydroxycyclohexa-1,5-dien-1-yl)ethanone"
6130,150978774.png,2-[(4-hydroxyphenyl)methyl]-2-methylhexanoate
6131,150978834.png,azido 2-(4-hydroxyphenyl)acetate
6132,151017231.png,4-[(4-hydroxyphenyl)methyl]undecanedioic acid
6133,151163111.png,2-hydroxy-2-[(4-hydroxyphenyl)methyl]hexanoate
6134,151196020.png,"2-(4-hydroxyphenyl)cyclopenta-2,4-dien-1-one"
6135,151486444.png,2-hydroxy-7-(4-hydroxyphenyl)heptanoic acid
6136,151534268.png,2-(4-hydroperoxyphenyl)acetate
6137,151534269.png,2-(4-hydroperoxyphenyl)acetic acid
6138,151743049.png,3-(3-fluoro-4-hydroxyphenyl)propanoate
6139,151751053.png,"4-[(Z)-2,3-dicarboxy-4-methylpent-2-enyl]phenolate"
6140,151811312.png,(3S)-3-(4-hydroxyphenyl)-5-methylhex-4-enoate
6141,151862812.png,"2-hydroxy-6-(4-hydroxyphenyl)cyclohexa-2,5-diene-1,4-dione"
6142,151909809.png,2-[(4-hydroxyphenyl)methyl]cyclopropane-1-carboxylate
6143,151937576.png,2-[(4-hydroxyphenyl)methyl]-8-methylnonanoic acid
6144,151954461.png,7-(4-hydroxyphenyl)-3-oxoheptanoate
6145,152024996.png,"2,3-difluoro-2-(4-hydroxyphenyl)propanoic acid"
6146,152076727.png,"3,3-dihydroxy-3-(4-hydroxyphenyl)-2-oxopropanoic acid"
6147,152127968.png,4-(4-hydroxyphenyl)-3-methylbutanoate
6148,152143531.png,7-(4-hydroxyphenyl)heptan-3-one
6149,152212455.png,3-hydroperoxy-4-(4-hydroxyphenyl)butan-2-one
6150,152284385.png,"2-(4-hydroxyphenyl)-4,4-dimethylpent-2-enoic acid"
6151,152309370.png,"3-(2,3-difluoro-4-hydroxyphenyl)propaneperoxoic acid"
6152,152312454.png,azido 3-(4-hydroxyphenyl)propanoate
6153,152323465.png,[4-(carboxymethyl)phenoxy]phosphanium
6154,152346095.png,"3,3-bis(4-hydroxyphenyl)-2-oxopropanoate"
6155,152438324.png,deuterio 2-(4-hydroxyphenyl)acetate
6156,152538427.png,1-(4-hydroxyphenyl)-6-methylhept-5-en-2-one
6157,152543449.png,"(Z,2S,3R)-3-(4-hydroxyphenyl)-2-methylhex-4-enoate"
6158,152650709.png,2-deuterio-2-(4-hydroxyphenyl)propanoate
6159,152779651.png,5-(4-hydroxyphenyl)-3-oxopentanoate
6160,152779653.png,2-[(4-hydroxyphenyl)methyl]butanedioate
6161,152779720.png,2-(4-hydroxyphenyl)nonanoic acid
6162,152779723.png,4-(4-hydroxyphenyl)-3-oxobutanethioate
6163,153052046.png,"(Z,3S)-3-(4-hydroxyphenyl)hex-4-enoic acid"
6164,153192631.png,6-(4-hydroxyphenyl)hex-1-en-3-one
6165,153674628.png,4-(1-carboxyhex-1-enyl)phenolate
6166,153695625.png,3-(4-hydroxy-3-(125I)iodanylphenyl)propanoate
6167,153707514.png,3-(4-hydroxyphenyl)-2-oxo(114C)propanoate
6168,153710459.png,3-(4-hydroxy-3-(131I)iodanylphenyl)propanoate
6169,153738197.png,(2R)-2-[(4-hydroxyphenyl)methyl]hexanoic acid
6170,153747498.png,2-(4-hydroxyphenyl)-3-methylbutanoate
6171,153760683.png,2-(4-hydroxyphenyl)-2-methylbutanoate
6172,153782413.png,"1-(4-hydroxyphenyl)decane-2,3-dione"
6173,153917701.png,3-(4-hydroxyphenyl)-4-methylpentanoate
6174,153928255.png,[4-(2-oxopropyl)phenyl] ethaneperoxoate
6175,153930853.png,"3-(2,3-difluoro-4-hydroxyphenyl)propanoate"
6176,153997719.png,"1-(4-hydroxyphenyl)hexane-2,3-dione"
6177,154037009.png,3-deuterio-3-(4-hydroxyphenyl)-2-oxopropanoate
6178,154060837.png,3-(4-hydroxyphenyl)hept-4-enoate
6179,154067697.png,3-(2-fluoro-4-hydroxyphenyl)propanoate
6180,154080102.png,"4-[1,2-dicarboxy-2-(4-oxidophenyl)ethenyl]phenolate"
6181,154118311.png,9-(4-hydroxyphenyl)-7-oxonon-8-enoic acid
6182,154122966.png,8-(4-hydroxyphenyl)-6-oxooct-7-enoic acid
6183,154179290.png,"1-(4-hydroxyphenyl)hexane-2,4-dione"
6184,154211069.png,6-(4-hydroxyphenyl)undecanedioic acid
6185,154262256.png,1-(4-hydroxyphenyl)heptan-3-one
6186,154265009.png,3-(4-hydroxyphenyl)-2-silyloxypropanoate
6187,154364721.png,8-(4-hydroxyphenyl)octanoate
6188,154546822.png,(2S)-2-[(4-hydroxyphenyl)methyl]-3-methylidenepent-4-enoic acid
6189,154550731.png,[4-(carboxymethyl)phenyl]oxidanium
6190,154085514.png,hexylstibane
6191,153696745.png,"1,2-dideuteriohexane"
6192,152152112.png,"1,4-dideuteriohexane"
6193,152152111.png,"1,5-dideuteriohexane"
6194,151748360.png,hexane
6195,151314221.png,"1,3-dideuteriopentane"
6196,151314220.png,"1,5-dideuteriopentane"
6197,151314219.png,"2,4-dideuteriopentane"
6198,151314218.png,"1,4-dideuteriopentane"
6199,151314217.png,"(1,2,3,4,5-13C5)pentane"
6200,149579207.png,hexylindigane
6201,145836938.png,"2,2,5-trideuterio-5,6-dimethylheptane"
